clip_id,true_label,predicted_label
1885894163,0,0
1766249871,0,0
2097331434,0,0
1829897431,1,0
1871880492,1,0
1822958190,0,0
1856239482,0,0
1885895603,0,0
1762928778,1,0
1764169368,1,0
2046109971,2,0
1741176900,1,0
1867116838,0,0
1856240240,0,0
1772169025,0,0
1744060784,1,0
1935501976,1,0
2051382608,0,0
1734632631,0,0
1808262012,0,0
1729533758,0,0
2105075111,1,0
1867115899,0,0
1848678220,1,0
1833399567,1,0
1806299303,0,0
1789946115,0,0
2088961450,0,0
2097331846,1,0
2010516550,1,0
1861754058,2,0
1834873308,0,0
2019365904,0,0
1764170369,1,0
1762928284,0,0
1742405812,2,0
1833401140,2,0
2005596323,1,0
1724481776,1,0
1850338928,1,0
1956178649,0,0
2120719461,0,0
1884563156,1,0
1817220720,1,0
1810758331,1,0
1840065581,1,0
