clip_id,true_label,predicted_label
1818187661,1,1
1788470913,1,1
2106035313,1,1
1720901852,0,1
1840065171,1,1
1956178910,1,1
1766249348,0,1
2019659270,1,1
1781704342,1,1
1777958943,0,1
2099524977,1,1
2091573480,1,1
1773519952,1,1
1790031264,1,1
1871980116,0,1
1837225265,1,1
1878457220,1,1
1791182765,0,1
1869673189,0,1
1868624879,0,1
1867116877,0,1
2105075636,1,1
1794258288,0,1
1911882805,1,1
1935501824,1,1
1881961728,1,1
1850121919,1,1
1835296194,1,1
2090597986,1,1
2090216514,1,1
1813545546,1,1
2100199547,1,1
2099808985,1,1
1747541137,1,1
1827937127,1,1
1960315198,0,1
1850338614,1,1
2097701626,0,1
2095595193,1,1
1758800056,0,1
1747540761,1,1
1742279538,1,1
1725706096,1,1
1770728673,1,1
2091329728,1,1
1731019123,1,1
1731646803,1,1
1866521609,1,1
1867115457,1,1
1734632577,0,1
1772169114,1,1
2120719127,1,1
1720901185,0,1
1741176426,0,1
2091573482,1,1
2103780036,1,1
1912514355,1,1
2080815677,0,1
1747541957,1,1
1848676767,1,1
1760588766,1,1
1759873178,1,1
2080789637,1,1
1794258658,1,1
1734633207,1,1
1772170645,0,1
1838653468,1,1
1791371513,1,1
1871881544,1,1
2080789536,1,1
2080789579,1,1
1848677599,1,1
1775799759,1,1
1835514887,1,1
1791274024,0,1
2097702927,1,1
1815692863,1,1
1729533246,0,1
1770729718,1,1
2041804034,1,1
1773520046,1,1
1881961030,1,1
1830581416,0,1
1772936111,1,1
1733520070,0,1
1832339362,1,1
1842386544,1,1
1781663059,1,1
1723219028,1,1
1848676456,1,1
1806299521,1,1
1766249346,1,1
2100200161,1,1
1742281250,1,1
1772169130,0,1
1759874489,1,1
1789944931,1,1
1811579860,1,1
1956178594,1,1
1734134972,1,1
